# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1582409	math	2	2781	0	1	2.0	48657	15748	recent@math|top@math	HOT,SIGNAL	The Natural Numbers Game - A Gamified Introduction to Lean
1582413	the_stacker_muse	3	2350	0	0	1.8	74100	12897	recent@bitcoin|top@bitcoin|recent@BooksAndArticles	FRESH,HOT,SIGNAL	A Lodging for Wayfaring Men Book Club - Start your engines!
1582272	Politics_And_Law	3	1160	0	36	7.1	273359	1120	recent@econ|top@econ	HOT,SIGNAL	"How many things can you agree with libertarians on before becoming one?"
1582237	bitcoin	1	1002	0	1	10.6	12309	3700	recent@bitcoin|top@bitcoin|recent@econ	HOT,SIGNAL	Weapons of mass decentralization
1582276	BooksAndArticles	2	991	0	3	6.8	30782	25892	recent@BooksAndArticles|top@BooksAndArticles	SIGNAL	Books & Articles Weekly, #128
1582262	family	3	714	0	0	7.6	272410	1620	recent@news|top@news	SIGNAL	Parents create homeschool cooperative after Daposka Ahnkodapi's closure
1582356	econ	2	710	0	2	3.4	88718	48200	recent@econ|top@econ	SIGNAL	Money as Medium of Exchange, Unit of Account, and Store of Value
1582226	AI	1	682	0	1	11.2	402772	22549	recent@AI|top@AI	SIGNAL	US Census, SEC Data Accessed by OpenAI Models (My Stand on AI)
1582321	AskSN	2	622	0	3	4.8	1545780	209	recent@tech|top@tech|recent@AskSN	SIGNAL	Could AI Run on Our Computers Like Bitcoin Does?
1582337	Design	2	405	0	0	4.1	383547	3781	recent@Design|top@Design	SIGNAL	loading.dev
1582348	Politics_And_Law	3	300	0	7	3.8	88718	48200	recent@econ|top@econ	SIGNAL,SELF_POST_OPP	What Democratic Socialists Don’t Want You to Know About Monopoly
1582408	Stacker_Stocks	2	277	0	2	2.0	9274	27862	recent@Stacker_Stocks|top@Stacker_Stocks	SIGNAL	MSTY Payout #56: 👑 Hail to the King Baby! 👑
1582273	Education	2	196	0	2	7.0	104755	13264	recent@Education|top@Education	SIGNAL	Effects of Climate Change
1582335	bitcoin_Mining	1	156	0	0	4.1	1532836	856	recent@bitcoin_Mining|top@bitcoin_Mining	SIGNAL	Rigly blockparty now
1582270	meta	1	142	0	0	7.1	36151	1647	recent@meta|top@meta	SIGNAL	This Day on SN: September 26
1582309	bitcoin_beginners	1	131	0	0	5.3	1532836	856	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	Mostro and its advantages  🧌
1582359	bitcoin	1	118	0	0	3.3	1532836	856	recent@bitcoin_Mining|top@bitcoin_Mining	SIGNAL	My POW #2 Blockparty Rigly's
1582332	AskSN	2	100	0	0	4.4	984933	2658	recent@AskSN|top@AskSN	SIGNAL	Daily Discussion Thread ~AskSN
1582435	news	2	100	0	0	0.7	238412	314	recent@news|top@news	FRESH,SIGNAL	Swiss Football Association Witch Hunts Covid Vaccine Heretics
1581576	bitcoin	1	4039	0	26	31.4	934367	1070	recent@bitcoin|recent@lightning	HOT	Turn CoinJoin change into shared Lightning liquidity
1581749	charts_and_maps	2	2827	0	6	25.9	74100	12897	recent@charts_and_maps|recent@history	HOT,SELF_POST_OPP	The Mongol Conquests, 1206–1294
1582185	AskSN	2	2218	0	9	15.4	900202	2846	recent@AskSN|top@AskSN	HOT,SELF_POST_OPP	What's the signal that it's officially too late for fiat?
1581745	math	2	2157	0	13	25.9	4078	5505	recent@AI|recent@math|recent@science	HOT,SELF_POST_OPP	We’re gonna need a lot more mathematicians
1582210	bitcoin	1	2035	0	2	13.3	631896	3154	recent@bitcoin|top@bitcoin	HOT	Bitcoin's Bull Case: 1 Billion Daily Users By 2051
