# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1567252	bitcoin	1	11016	0	20	10.1	59594	7148	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Slowly Exiting the Fiat World with Bitcoin e-SIM
1567571	bitcoin_Mining	1	2567	0	12	5.7	1567528	7	recent@bitcoin_Mining|top@bitcoin_Mining	HOT,SIGNAL	Prepay for 14 days of Ocean hashrate that pays out straight to your own address?
1567312	bitcoin	1	2134	0	0	8.9	1014665	235	recent@bitcoin|top@bitcoin	HOT,SIGNAL	avg_gary, iamflops, Conduition, instagibbs- Bitcoin Optech Newsletter #421 Recap
1567691	Stacker_Stocks	2	1893	0	19	3.6	402772	22361	recent@lightning|top@lightning	HOT,SIGNAL,SELF_POST_OPP	PREDYX Market: Will SN hit 2M Sats in Daily Rewards in 2026?
1567759	bitcoin	1	961	0	0	2.5	483644	78	recent@bitcoin|top@bitcoin	SIGNAL	Bitcoin’s complexity-fork
1567440	bitcoin	1	873	0	1	7.3	74100	12579	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	f2pool launches new Bitcoin mining podcast: hashhuddle
1567200	tech	1	824	0	2	11.6	280679	23252	recent@tech|top@tech	SIGNAL	How to H-1B American
1567663	AI	1	777	0	9	4.0	30782	25701	recent@AI|top@AI	SIGNAL	Perfectly Timed AI Panic Resurrects 'Bipartisan AI Safety Bill'
1567711	bitcoin	1	706	0	3	3.2	996769	55	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	🎙️ NEW EPISODE: Bitcoin: The Architecture of Time
1567617	AI	1	673	0	1	4.7	401865	8479	recent@AI|top@AI	SIGNAL	Anthropic Says It Blocked Possible Efforts to Build Biological Weapons
1567283	nostr	1	462	0	0	9.5	252116	19	recent@nostr|top@nostr	SIGNAL	Plaza: A Nostr client, now on Linux! [Fast & Lightweight]
1567532	lightning	1	438	0	0	6.1	440729	257	recent@lightning|top@lightning	SIGNAL	Biggest Channel Opened Today (2.5 BTC) + New Node Spotlight (03b3cc388b53269dd…)
1567307	tech	1	337	0	4	9.0	1508995	15	recent@tech|top@tech	SIGNAL	Homebattery adds privacy
1567445	AI	1	337	0	6	7.2	280679	23252	recent@AI|top@AI	SIGNAL	PuzzleMask: Abusing Plain Prose as a Covert AI Attack Vector
1567330	AI	1	329	0	0	8.4	402772	22361	recent@AI|top@AI	SIGNAL	The Rise of AI Companions, report
1567435	tech	1	318	0	0	7.4	161788	10391	recent@tech|top@tech	SIGNAL	Shopify moves back to Native from React Native
1567716	security	1	305	0	0	3.1	297791	7714	recent@security|top@security	SIGNAL	Cyberattack in Berlin: 1.4 million files on the dark web
1567585	security	1	259	0	0	5.3	375687	3208	recent@security|top@security	SIGNAL	Another way to leak traffic on Android has been discovered
1567310	AI	1	250	0	2	8.9	296825	5321	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	AskSN: Do you think AI is good enough to run an ASIC mining farm autonomously?
1567567	bitcoin	1	248	0	0	5.7	296825	5321	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	SoloBlocks.io — Real-Time Bitcoin Solo Mining Tracker
1567350	nostr	1	210	0	0	8.2	272410	1369	recent@nostr|top@nostr	SIGNAL	Nostrich launches a new feature (🎙️Spaces) Live audio conversations, on Nostr
1567642	bitcoin	1	203	0	1	4.3	934367	1023	recent@lightning|top@lightning	SIGNAL	A Look at the Lightning Network (2022)
1567605	bitcoin	1	186	0	1	4.9	296825	5321	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning	SIGNAL	"I resigned from Bitcoin today." | What exactly is happening with Bitkit Wallet?
1567430	bitcoin	1	158	0	1	7.5	126503	805	recent@lightning|top@lightning	SIGNAL	A few Numo highlights
1567437	bitcoin	1	152	0	0	7.3	375687	3208	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning	SIGNAL	Mostró.world Web Observer 👀🌐
1567623	bitcoin_beginners	1	151	0	0	4.7	296825	5321	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning	SIGNAL	How exactly does the US Dollar system works?
1567303	news	2	144	0	0	9.0	402772	22361	recent@lightning|top@lightning	SIGNAL	Amboss and Aureo Connect the Lightning Network to Mexico’s Banking System
1567810	news	2	128	0	0	2.0	297791	7714	recent@devs|top@devs	FRESH,SIGNAL	ReactOS can now run x64 Windows software on ARM64 through FEX
1567580	AI	1	116	0	0	5.5	296825	5321	recent@bitcoin_beginners|top@bitcoin_beginners|recent@lightning	SIGNAL	Is AI Coming for Your Bitcoin in 2026?
1567704	bitcoin	1	110	0	2	3.3	1554639	20	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoinplusplus	SIGNAL	A P2P market doesn't need spectators. It needs orders.
1566339	bitcoin	1	7032	0	79	30.8	74100	12579	recent@bitcoin	HOT	Is L-BTC a shitcoin?
1566740	AskSN	2	5093	0	12	24.2	1532836	439	recent@bitcoin|recent@bitcoin_beginners|recent@bitcoinplusplus	HOT,SELF_POST_OPP	Phishing attack underway targeting @BitBoxSwiss and @Trezor customers via email.
1566096	bitcoin	1	3728	0	62	34.6	74100	12579	recent@bitcoin	HOT	Liquid hacker: "You shall pay for your dereliction of duty"
1566607	bitcoin	1	3086	0	3	27.0	1565925	5	recent@bitcoin	HOT	Bitcoin Core 31.1 released
1566168	bitcoin	1	3051	0	3	33.7	303620	6373	recent@bitcoin|recent@bitcoin_beginners	HOT	Cornell Bitcoin Adoption Index — 2026 Edition
1566452	AI	1	2334	0	30	29.0	48657	15219	recent@AI	HOT	Anthropic Researcher Quits Over ‘Out-of-Control’ AI Fears
1567039	bitcoin	1	2151	0	1	19.5	47964	1141	recent@bitcoin|top@bitcoin	HOT	Freedom maxing is for retarded phaggots
1566271	meta	1	2123	0	37	31.9	934367	1023	recent@meta	HOT	who tf spent almost half a million sats in downzapping yesterday?
1567047	bitcoin	1	1815	0	4	19.4	74100	12579	recent@bitcoin|top@bitcoin	HOT	OP_RETURN Messenger — the Liquid hacker negotiations as a live chat app
1566474	tech	1	1522	0	4	28.7	402772	22361	recent@tech	HOT	Apple Debuts the iPhone Duo, Its First Folding iPhone
1566160	lightning	1	1381	0	1	33.8	440729	257	recent@lightning	HOT	Biggest Channel Opened Today (7.5 BTC) + New Node Spotlight (0340d4aaf922c38ac…)
1566261	meta	1	965	0	12	32.0	36151	1627	recent@meta		What are you working on this week?
1566517	news	2	887	0	3	28.2	74100	12579	recent@bitcoin		Liquid Network update - new release as of 9 Sept 2026 1330 UTC
1566287	events	3	789	0	1	31.7	133958	193	recent@bitcoin		Hackalajara 2.0: PlebLab Startup Day Guadalajara Recap - Bitcoin News
1566564	news	2	674	0	0	27.5	297791	7714	recent@tech		Starlink Quietly Debuts Router 4, Confirms It Features Wi-Fi 7
1566548	AI	1	670	0	5	27.7	12309	3663	recent@AI		Scenarios for our Economic Future
1567014	AskSN	2	659	0	1	20.0	1532836	439	recent@bitcoin|top@bitcoin|recent@bitcoinplusplus		Conclusions of the @Inp2pBot forensic investigation, by its creator
1566407	lightning	1	631	0	2	30.0	440729	257	recent@lightning		Biggest Channel Opened Today (5.0 BTC) + New Node Spotlight (03eedd67ac9b4762c…)
1566680	AI	1	490	0	2	25.4	227606	2559	recent@bitcoin|recent@lightning|recent@AI		For a good time...
1566658	security	1	388	0	0	26.0	280679	23252	recent@bitcoin|recent@lightning|recent@security		Phishing Alert: Do Not Act on Unsolicited Liquid or Blockstream Messages
1567073	AskSN	2	345	0	0	17.9	296825	5321	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners		Is this really the scaling path?
1566919	bitcoin	1	339	0	0	21.4	1555790	29	recent@bitcoin|top@bitcoin		Man sentenced for Danbury kidnapping, Bitcoin robbery
1566227	AI	1	308	0	0	32.7	280679	23252	recent@AI		Data Center Dividends
1566865	bitcoin	1	300	0	1	22.6	375687	3208	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners		Long live the downzappers ➖⚡
1566201	bitcoin	1	289	0	0	33.2	296825	5321	recent@bitcoin_beginners		Block Files OCC Charter for Builders Bank, a Purpose-Built Bitcoin Custody Trust
1566903	bitcoin	1	283	0	0	21.9	1546958	34	recent@bitcoin|top@bitcoin		$BTC  right now:
1566815	AI	1	282	0	0	23.2	1054143	1225	recent@bitcoin_Mining|top@bitcoin_Mining|recent@AI		AI Boom Wrecks Trump’s Plan for ‘Made-in-America’ Bitcoin Mining
1566595	lightning	1	264	0	0	27.2	1565923	6	recent@lightning		lnd v0.20.3-beta.rc1
1566599	the_stacker_muse	3	250	0	1	27.1	296825	5321	recent@bitcoin_beginners|recent@lightning		Somebody paid 80 cents to write eight words into the Timechain
